id;scenario_id;region;year;input_energy_vector;output_energy_vector;technology;technology_type;parameter_name;value;unit;tags;method;source;comment
544;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
545;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;input ratio;1;;;;DEA2020;p114, WtE CHP small
546;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;output ratio;0.28;;;"{""value"": ""Interpolation 2015-2020, 5% more than WtE CHP""}";DEA2020;p114, WtE CHP small
547;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;variable costs;9.2;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
548;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;fixed costs;273000;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
549;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;capital costs;6000000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
550;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
551;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
552;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biomass;electricity;generator;steam;output ratio;0.15;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p138, Wood Chips CHP, small
553;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;variable costs;2.24;€/MWh;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
554;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;fixed costs;23069.8;€/MW/a;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
555;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;capital costs;1413600;€/MW;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
556;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
557;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;input ratio;1;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
558;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;generator;steam;output ratio;0.55;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
559;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;variable costs;2.24;€/MWh;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
560;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;fixed costs;24284;€/MW/a;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
561;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;capital costs;1488000;€/MW;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
562;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
563;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;input ratio;1;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
564;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;hard coal;electricity;chp;steam;output ratio;0.55;;;"{""value"": ""own calculation based on DEA2020 and ETRI2014""}";DEA2020, ETRI2014;
565;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;variable costs;2.8;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
566;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;fixed costs;28837.25;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p30
567;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;capital costs;1767000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p30
568;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
569;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
570;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;generator;steam;output ratio;0.52;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
571;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;variable costs;2.8;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
572;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;fixed costs;30355;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
573;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;capital costs;1860000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
574;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
575;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
576;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;lignite;electricity;chp;steam;output ratio;0.52;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p36, Supercritical Pulverized Fuel Power Plant
577;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;water;electricity;hydro turbine;run-of-river;variable costs;5;€/MWh;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
578;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;water;electricity;hydro turbine;run-of-river;fixed costs;84300;€/MW/a;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
579;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;water;electricity;hydro turbine;run-of-river;capital costs;5620000;€/MW;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
580;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;water;electricity;hydro turbine;run-of-river;lifetime;60;years;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p26
581;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;variable costs;0;€/MWh;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
582;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;fixed costs;80460;€/MW/a;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
583;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;capital costs;4470000;€/MW;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
584;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;lifetime;30;years;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
585;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;input ratio;1;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
586;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;heat;electricity;geothermal;unknown;output ratio;0.24;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
587;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;variable costs;6;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
588;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;fixed costs;6250;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
589;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;capital costs;474000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
590;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
591;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
592;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;gas;output ratio;0.5;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
593;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;variable costs;4.2;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
594;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;fixed costs;18600;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
595;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;capital costs;560000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
596;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
597;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
598;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;gas;output ratio;0.43;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
599;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;variable costs;4.2;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
600;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;fixed costs;27800;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
601;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;capital costs;830000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
602;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
603;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
604;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;generator;combined cycle;output ratio;0.61;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
605;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;variable costs;4.2;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
606;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;fixed costs;27800;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
607;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;capital costs;1200000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
608;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
609;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
610;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combined cycle;output ratio;0.53;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
611;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;variable costs;5.1;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
612;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;fixed costs;9300;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
613;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;capital costs;900000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
614;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
615;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
616;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;natural gas;electricity;chp;combustion engine;output ratio;0.48;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
617;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biogas;electricity;generator;combustion engine;variable costs;7;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
618;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biogas;electricity;generator;combustion engine;fixed costs;9300;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
619;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;biogas;electricity;generator;combustion engine;capital costs;900000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
